Month,çáåvÅiìSç\ï®ÅAé≤éÛÅAìdê¸ÅEÉPÅ[ÉuÉãÇèúÇ≠Åj,å¥ìÆã@,å¥ìÆã@_å¥éqóÕå¥ìÆã@,å¥ìÆã@_âŒêÖóÕå¥ìÆã@,å¥ìÆã@_ì‡îRã@ä÷,èdìdã@,èdìdã@_î≠ìdã@,èdìdã@_ÇªÇÃëºèdìdã@,ìdéqÅEí êMã@äB,ìdéqÅEí êMã@äB_í êMã@,ìdéqÅEí êMã@äB_ìdéqâûópëïíu,ìdéqÅEí êMã@äB_ìdãCåvë™äÌ,éYã∆ã@äB,éYã∆ã@äB_ïóêÖóÕã@äB,éYã∆ã@äB_â^î¿ã@äB,éYã∆ã@äB_éYã∆ópÉçÉ{ÉbÉg,éYã∆ã@äB_ã‡ëÆâ¡çHã@äB,éYã∆ã@äB_âªäwã@äB,éYã∆ã@äB_ó‚ìÄã@äB,éYã∆ã@äB_çáê¨é˜éââ¡çHã@äB,éYã∆ã@äB_ë@à€ã@äB,éYã∆ã@äB_åöê›ã@äB,éYã∆ã@äB_çzéRã@äB,éYã∆ã@äB_î_ó—ópã@äB,éYã∆ã@äB_ÇªÇÃëº,çHçÏã@äB,ìSìπé‘óº,ìπòHé‘óº,çqãÛã@,ëDîï,ìSç\ï®,é≤éÛ,ìdê¸ÅEÉPÅ[ÉuÉã
200609,1526768,202576,52621,112944,37011,86383,8135,78248,719127,184560,25025,39509,379694,35027,50522,15641,28009,64104,19065,8067,937,57628,2351,41951,56392,50122,31299,23089,26226,8252,13781,37774,106272
200610,936478,77790,21199,22548,34043,68252,6158,62094,456172,167756,20676,23901,245531,28776,43741,12709,15879,23671,11694,6394,1108,44305,910,21771,34573,46425,20152,17074,3513,1569,11841,37559,109419
200611,1073429,99311,35977,20912,42422,56402,5262,51140,524341,215983,20280,26834,283197,28647,35435,11882,14835,54892,16257,10022,1402,45875,1003,25260,37687,48216,33761,18268,5793,4140,9220,38354,109102
200612,1226924,102358,22131,33896,46331,65923,3652,62271,663211,198821,21319,33654,282476,30219,40222,12329,14542,49373,17212,8158,1031,39151,908,25146,44185,44590,33495,17272,8176,9423,11196,36881,98334
200701,908279,59663,15472,15129,29062,49373,3097,46276,475791,173662,17683,25411,211876,26049,28444,13781,12287,16235,11972,6665,1086,38519,1534,20782,34522,46275,19272,25873,18369,1787,10332,34128,89686
200702,1061922,98349,39322,24588,34439,50454,3313,47141,529932,219847,15365,29735,274566,29978,30979,12809,15452,41406,15260,6248,943,45168,1088,31332,43903,51567,12140,31364,3029,10521,11609,38043,94132
200703,1686820,200775,69778,92978,38019,84539,5583,78956,841545,245539,23097,47192,415392,37883,57141,13345,20804,68677,24220,8824,1430,57979,1504,51562,72023,55079,26684,29056,30163,3587,8814,40524,100653
200704,1026680,77859,31324,14946,31589,78193,4230,73963,501283,197216,20345,27197,278075,29582,41069,11976,17668,31304,13740,7936,1482,56093,1138,32403,33684,48836,22500,15151,2319,2464,7505,35753,101985
200705,1036061,88528,29381,27858,31289,61069,5670,55399,494127,179814,19253,30262,286106,29878,44923,14416,12479,39244,17424,8578,1425,47942,1848,27005,40944,47744,33840,17623,2645,4379,8098,34455,97588
200706,1201175,102848,14830,44309,43709,70543,6766,63777,633933,217637,21502,32562,306971,34076,46082,11567,13697,41958,24642,7409,891,56376,2375,32315,35583,47140,9873,18348,5132,6387,4976,38997,104702
200707,1027222,67317,14445,19742,33130,56259,2517,53742,490252,194165,17245,23506,302031,30992,43399,11448,13092,48863,20155,8392,1688,53219,1115,31546,38122,45241,20053,21509,4804,19756,13968,38205,103439
200708,978856,79571,23853,20165,35553,62998,5730,57268,460197,170760,18459,30106,273559,27767,34323,12359,19987,33306,16777,6382,1202,55003,1406,33747,31300,46179,29283,21251,3640,2178,7832,34821,97815
200709,1403757,174810,101787,36672,36351,92732,7875,84857,629725,170398,21692,32176,383940,34125,57137,11908,22564,92920,17467,8154,2052,50823,916,32438,53436,54886,25368,25178,13786,3332,7742,38464,107256
200710,987673,96077,22797,37180,36100,72189,4304,67885,438257,137156,16966,20760,256400,31980,36193,11074,14934,28379,12908,8410,1290,52540,1522,20568,36602,52882,37783,20233,5174,8678,6627,41254,117571
200711,1130656,119720,38924,13522,67274,65860,2552,63308,537114,227347,17993,28431,269786,32078,36569,13097,14225,29546,15584,7632,938,56237,1037,22121,40722,50158,26973,21200,3586,36259,5979,40881,112488
200712,1209394,94904,34270,29876,30758,57424,4263,53161,630165,204836,17236,31080,292305,36723,38294,12814,17326,38656,15951,8060,1120,45714,1126,21490,55031,49633,25133,24803,5861,29166,7859,37371,99394
200801,1023309,109924,20346,41600,47978,46074,4168,41906,456268,196226,18042,23229,260038,27866,29965,11869,15118,50743,11375,5930,1063,39945,1097,16435,48632,46054,74707,20306,7780,2158,11514,37621,100543
200802,1049368,79249,20701,14027,44521,48692,3075,45617,563032,238669,16907,26006,264798,34211,35840,13166,15032,24276,16946,6771,1304,49477,1410,26397,39968,50429,11968,25992,3143,2065,24150,41117,106673
200803,1898760,409395,273851,99578,35966,128390,9965,118425,820329,257275,19950,34734,394238,41345,74148,13124,25277,34921,24273,6539,967,51193,950,51583,69918,52868,22536,18975,14351,37678,28891,40882,104204
200804,1051891,110999,34130,20849,56020,81898,6041,75857,490020,201408,17782,19065,265015,33544,37318,14266,14268,23681,11721,6575,1071,51554,1764,33374,35879,44139,24948,15819,4149,14904,21245,37138,101950
200805,1060225,98460,18181,40723,39556,60570,4463,56107,475967,174851,17957,23527,245803,29706,35675,11841,16891,24245,15959,7992,1033,42303,955,26887,32316,46459,106461,19194,5044,2267,18779,37030,99939
200806,1416160,160779,39803,79574,41402,70474,4500,65974,686053,262275,17941,27646,301367,32930,49072,12134,18331,30358,26610,8643,968,44006,1789,41583,34943,47962,42094,19463,9888,78080,22692,40169,105503
200807,1002685,81309,33931,24009,23369,63368,3264,60104,486287,169377,19344,22440,285316,33378,48812,11622,15706,25862,22978,6553,1153,42946,1248,39089,35969,41361,20905,19357,2600,2182,8920,42081,107374
200808,890380,106990,33843,38521,34626,57930,3840,54090,414954,135201,14568,20467,238724,28701,37348,9018,13126,23660,15419,5987,628,40817,798,34645,28577,39081,9934,17922,2676,2169,15405,31927,90698
200809,1343241,179783,95309,50356,34118,95511,5363,90148,638192,150187,18585,28770,327435,32951,59073,11793,20992,57909,20408,6269,838,44174,872,30669,41487,34899,37374,16263,10229,3555,12353,39762,104015
200810,837135,83470,31604,14346,37520,69511,4883,64628,400837,121378,13704,18076,212488,31481,26300,9480,8136,27941,11680,4455,656,37791,897,21384,32287,30810,20946,13694,2724,2655,6420,39317,94695
200811,797877,68157,20908,19145,28104,52231,7115,45116,445258,178146,10543,16962,166855,22676,21519,6321,6299,15752,13066,2836,882,33588,790,18865,24261,20784,27994,12089,1913,2596,5336,31775,75886
200812,955194,124181,51838,49165,23178,61411,8231,53180,489745,165221,10806,20397,218863,23464,28475,4054,5254,23155,15064,4703,550,19451,699,23969,70025,11402,18263,13627,4682,13020,12727,26256,63486
200901,667462,78673,44754,16567,17352,54007,3009,50998,361675,149179,9313,14237,126402,17352,22894,4201,3827,10626,10786,2704,403,22218,1042,15329,15020,7708,20409,12666,3215,2707,10633,18938,55493
200902,781297,64744,38452,9729,16563,54383,6725,47658,393656,161822,6518,16972,206254,17628,26564,3101,5335,62652,11430,1441,326,21790,887,35704,19396,7023,36031,12042,3682,3482,7069,16127,49351
200903,1375154,216870,116093,46422,54355,134551,5028,129523,633419,209619,10477,20733,230376,19086,46713,2885,7825,31650,19205,825,672,26436,924,50113,24042,6805,99225,7338,15808,30762,24016,17932,55005
200904,737081,77057,41396,16235,19426,62030,6250,55780,380762,149020,11088,10328,159371,14904,30523,3493,4096,17738,11788,1820,278,17943,979,31904,23905,11509,34809,5991,3703,1849,10260,18702,55976
200905,856154,217194,30551,161366,25277,53600,4663,48937,383389,158138,7437,12987,146756,16426,22683,3309,4037,19270,13006,2875,332,17443,653,27299,19423,10984,25697,9213,7674,1647,4192,19081,53334
200906,946654,153207,86574,35239,31394,53599,4848,48751,490536,219719,9481,15809,195254,18433,27804,4571,7983,34943,21546,2193,348,22222,649,30542,24020,11695,22224,10821,5795,3523,7308,27033,62191
200907,687419,63544,30926,18332,14286,64350,9426,54924,354679,136067,8320,14518,159892,18348,21403,3696,3418,14926,18564,2805,358,19486,682,35133,21073,11009,16262,13481,2306,1896,15419,26210,70097
200908,723026,119447,47734,60739,10974,62674,6412,56262,344108,118503,7743,15662,156080,17612,23916,4800,4022,13165,12102,2385,405,19935,616,36881,20241,10756,11506,14640,2546,1269,9292,19618,62548
200909,1076033,117829,64548,34365,18916,103739,13117,90622,535913,173657,12825,18314,247792,20224,51415,4112,8467,19147,15336,2960,486,31880,841,50988,41936,14532,33604,14323,5057,3244,11693,28845,74492
200910,692341,53306,26000,10641,16665,62259,2223,60036,323736,113158,9438,14359,196083,17918,27814,6212,4929,38634,9243,3750,497,21667,658,28991,35770,11841,15854,15161,3368,10733,7811,28643,76345
200911,651721,53050,26219,10967,15864,51375,1923,49452,347250,127765,11285,15607,145112,18876,16841,5314,6160,13969,12672,2754,390,24003,674,24470,18989,12113,19768,15355,4667,3031,4603,29509,77470
200912,985569,121173,53909,51550,15714,70362,4127,66235,507022,168742,12332,18580,209318,24004,27422,6388,12679,25434,14197,5124,431,20175,608,26645,46211,13121,24780,13020,9369,17404,22147,28381,72544
201001,645281,74264,28261,20161,25842,45241,2253,42988,327466,104452,10378,15686,158334,19701,20272,5327,15605,12699,13767,3497,366,21683,665,19247,25505,11287,10225,13458,3214,1792,3915,28428,72614
201002,773570,102887,55880,19838,27169,71203,5051,66152,368930,132827,11403,18265,179784,22377,26122,7115,7097,15714,12999,3398,456,23825,755,34193,25733,15146,9434,18762,5637,1787,11403,30352,75381
201003,1410025,280109,142854,74020,63235,92542,8987,83555,657980,207420,13446,27345,280408,31182,54729,7056,11897,25574,20019,6278,342,28548,1264,56062,37457,17223,28279,11526,8693,33265,18426,33769,84269
201004,798260,76522,44758,14185,17579,70729,1890,68839,391465,148066,14170,17510,184332,21377,33713,6294,3296,18182,9830,4454,669,19934,989,33247,32347,18501,33327,14301,5512,3571,5062,30391,82640
201005,719092,55728,25905,15625,14198,51926,2183,49743,375525,134387,13467,15597,160721,19655,25681,5687,4677,10146,13115,5067,446,25058,977,26923,23289,23050,31023,15876,3266,1977,3103,28489,72525
201006,971275,120991,59159,38124,23708,68371,2985,65386,500506,179999,19242,23669,212150,24330,35058,6107,12680,15508,22074,7743,358,31101,1135,27920,28136,23131,18689,15517,4076,7844,5911,33909,80882
201007,788320,69210,28133,24338,16739,68193,4834,63359,386650,131722,14516,20266,207670,24813,27596,6739,9965,19925,23359,8049,634,30679,1053,33498,21360,23815,10789,15829,4405,1759,10836,34304,79227
201008,955822,233827,57342,158667,17818,62639,4217,58422,370122,117749,14224,18316,225774,23273,29686,5502,7094,52401,17167,5082,512,27091,810,35432,21724,21579,13344,10062,5124,13351,7354,28048,72126
201009,1122912,125435,59696,44301,21438,100393,4752,95641,570452,172342,18512,20102,251370,28043,42219,5870,12970,29042,15870,6254,435,43648,832,41337,24850,21852,18096,8511,14668,12135,34280,34354,85346
201010,729764,77136,35222,21038,20876,57040,5220,51820,350826,117268,14569,18536,180637,28667,28787,7074,6892,15297,11460,7484,495,32012,1352,20494,20623,20467,29338,9287,3099,1934,8691,31437,79615
201011,737574,72910,38546,15069,19295,54415,3118,51297,382805,135315,13809,16623,163882,25417,24515,6817,7179,13996,11638,4493,188,25910,1184,21859,20686,24804,16593,12353,4318,5494,5869,33471,81485
201012,1152478,332115,253946,53510,24659,85220,2912,82308,490065,150329,17603,20580,191180,27713,31861,7547,8376,17422,16105,6683,685,26584,1031,21471,25702,23792,14682,10993,1484,2947,6651,31989,78801
201101,729694,131818,26156,67108,38554,46613,2814,43799,321658,113058,14738,16254,162592,23717,22867,6668,7272,16418,12604,5474,496,25752,986,18939,21399,25362,17257,14443,6942,3009,24889,30256,79159
201102,986830,245342,136243,79659,29440,79792,8255,71537,389936,126271,15918,20474,199836,25271,25569,7003,9092,31409,13407,5686,625,27281,971,29052,24470,30993,13275,17336,3788,6532,12987,28706,84716
201103,1366809,174612,77029,51873,45710,100860,8541,92319,713072,170750,20313,28419,289120,29869,45395,6865,22898,38067,18127,4414,490,36516,924,45845,39710,25536,35462,8663,15787,3697,16343,26539,75584
201104,742233,64159,22591,28242,13326,57343,3739,53604,368589,99273,14500,21697,197564,25112,26519,8954,6611,22909,10498,6151,522,31883,848,36170,21387,26577,14225,6357,4802,2617,3905,23278,79457
201105,786979,61901,23687,20787,17427,125805,12465,113340,334443,82398,15007,19420,207671,24894,32724,7872,8633,16781,13454,5110,608,44299,988,30736,21572,27261,14497,8777,1982,4642,5855,24332,68079
201106,1153749,179612,64043,85745,29824,142144,18662,123482,468339,105897,17583,27616,265898,31408,43161,7283,11282,32191,21104,9031,1247,49977,883,30772,27559,33086,33744,12595,9657,8674,8052,34752,76115
201107,756129,77503,27729,28488,21286,61281,5713,55568,316942,87697,15484,15185,211801,27461,27527,7170,9423,21868,19440,7001,885,32400,888,34537,23201,29517,33492,12555,3596,9442,5573,36055,77152
201108,819648,125232,37800,61722,25710,57204,4763,52441,361163,91930,13836,22235,215936,25759,30763,7924,10158,26222,13020,5103,387,36425,1483,35630,23062,30618,7291,16402,3332,2470,4885,33935,76030
201109,1236459,213769,60772,119005,33992,115095,13175,101920,547551,133757,16188,23538,280797,32438,39578,7782,13093,49078,15145,6368,442,35093,876,41982,38922,29891,24403,14367,6725,3861,10626,38416,82647
201110,715350,97616,51600,21237,24779,56487,3236,53251,328657,94575,14020,18746,174906,26623,28656,8785,9038,16999,8114,5372,535,28060,856,18584,23284,26095,11800,12915,2814,4060,24483,37637,83512
201111,832235,77938,36944,19198,21796,76409,5761,70648,335167,87039,13393,18691,235382,26582,28015,7052,9644,20266,10900,6116,806,41838,849,32693,50621,30482,19561,13413,3326,40557,17874,34541,80025
201112,926329,143284,50508,65850,26926,73954,7525,66429,428290,98223,16513,23170,219891,26772,31765,8223,10284,30616,12896,6390,946,38439,914,25422,27224,29160,9673,13364,5279,3434,5824,33436,77293
201201,667518,74808,23916,27779,23113,47506,4644,42862,312808,83186,15570,21928,168069,24186,23013,7841,11215,12957,9143,5921,457,33131,1028,19375,19802,24499,10754,15139,11885,2050,7312,31933,81569
201202,822005,121703,46090,31794,43819,48524,4676,43848,359562,108755,15384,21583,226922,24370,30667,6966,10890,39226,11866,5711,627,40749,1011,28856,25983,25295,11694,18958,3395,5952,12870,35207,86050
201203,1415971,269020,152729,74917,41374,96778,14794,81984,628210,149632,17609,29283,319556,32353,51939,7068,15003,46585,18933,6418,764,46221,1088,56788,36396,33518,18308,13228,33973,3380,17009,37159,90280
201204,878970,59275,24806,13797,20672,160451,3816,156635,375116,119652,14276,16946,208951,22344,23807,7917,9174,32584,8713,5894,685,33511,948,42904,20470,29200,10228,13721,16124,5904,5838,33536,81763
201205,703532,52644,12251,21656,18737,48310,4282,44028,341711,95482,12163,17146,193082,23450,25819,8145,7519,15576,14524,7329,467,38199,914,32195,18945,28592,14579,14708,7314,2592,6519,31040,79257
201206,944936,120280,34104,65846,20330,79444,7976,71468,452781,122768,14793,20610,222786,24838,39425,8117,10843,19502,14833,4506,510,40865,860,35599,22888,29756,17832,14366,4894,2797,9709,32229,78955
201207,770577,73911,25484,24799,23628,60112,5034,55078,325447,94486,12657,17989,231798,25398,26005,7905,16177,24189,21006,4990,733,45090,1037,37489,21779,27210,11181,13050,19877,7991,4707,35004,78287
201208,707708,58420,18592,23704,16124,46708,3373,43335,340227,87197,13534,17513,205633,23951,30992,6828,9575,13810,14310,4028,659,39021,1440,38901,22118,25065,13413,14014,2939,1289,10061,27853,71318
201209,1134895,193575,65417,110406,17752,113204,18099,95105,495523,106356,13163,18746,233385,26790,39901,6401,13249,22929,13426,8018,861,39807,936,38664,22403,23898,43943,13546,14130,3691,8013,29213,74237
201210,685071,62408,19945,19216,23247,43697,3967,39730,328601,99837,11768,15904,189023,24177,28498,8021,9207,14892,7518,4903,472,45272,956,23241,21866,24126,15752,14982,2524,3958,7061,28997,80035
201211,735519,63738,15665,31851,16222,58188,3852,54336,330800,86158,16365,16914,207651,24654,28709,8028,10106,19412,11734,7322,513,42840,866,34233,19234,24710,30781,13896,4376,1379,5105,27959,75694
201212,914802,135181,36771,72158,26252,92768,8952,83816,410437,94408,14665,21394,212339,23517,34200,6968,12863,24375,13518,6281,608,45588,914,22165,21342,20240,22682,13545,3889,3721,10388,25684,68185
201301,606518,47890,13085,14772,20033,48054,6552,41502,270570,68530,11487,19113,171581,19547,23137,6833,8655,18035,10071,5524,439,38350,1063,22404,17523,18730,13144,14697,4027,17825,7890,26940,72353
201302,706686,69608,25219,26502,17887,57357,6884,50473,306895,84427,19260,19770,211116,25111,28348,7925,12873,15664,11465,6508,821,45957,1119,34083,21242,21755,12484,20187,4253,3031,13310,27152,76630
201303,1534105,310033,185647,76294,48092,124252,16959,107293,627787,141542,20191,23645,309809,27322,63954,6399,15208,31539,19285,7254,573,48552,918,55530,33275,25831,43834,12489,19273,60797,21040,29459,77123
201304,786920,75131,29658,23571,21902,66603,5599,61004,364001,109771,13694,14830,222573,23480,30000,7258,7193,24919,7830,5279,607,54170,1316,39931,20590,22517,17775,13186,3022,2112,7770,29229,73406
201305,812680,52534,16604,18127,17803,50382,4535,45847,363405,88652,14083,13676,239037,24340,28712,6895,7960,22732,16311,6288,661,61751,969,40291,22127,25624,50433,15192,12103,3970,168,28187,78271
201306,990721,129393,38548,68811,22034,70013,3753,66260,441870,91971,19587,17571,259820,27268,32628,7406,10650,30551,24083,5980,479,57897,862,39198,22818,25152,28778,18215,13373,4107,6514,28205,78755
201307,798342,83002,22124,40935,19943,55539,4582,50957,348144,90616,18582,13868,243751,27591,27408,7426,10722,12750,27836,4129,678,56033,1046,43535,24597,26090,11762,18160,7666,4228,9969,31699,82304
201308,829126,86026,16047,51343,18636,85592,3541,82051,346875,82362,13621,13932,244248,22807,25628,6846,12218,23915,17501,4269,415,50717,774,54461,24697,26982,12847,17043,3161,6352,8743,25575,72727
201309,1245311,173832,62247,82209,29376,115934,8554,107380,508687,106876,18947,23039,305121,28380,50393,6870,16132,37857,16791,10723,672,56782,796,44826,34899,34285,32289,16070,24428,34665,7584,30693,80546
201310,826852,85207,36855,23044,25308,58093,2755,55338,370252,96047,16465,14235,233469,26931,32552,9543,11930,17464,13334,4761,845,63640,1100,28001,23368,33650,15244,18494,6774,5669,5420,31007,86919
201311,850921,73861,13354,39344,21163,91685,2019,89666,361574,83918,15468,17433,233411,26005,27364,8507,11504,23620,15345,6049,660,53225,2166,37878,21088,35031,25589,17337,7878,4555,14778,29363,82329
201312,985526,110261,47626,41447,21188,129543,5500,124043,417446,97096,25426,20944,247751,26828,39379,10752,13337,17479,19984,5750,579,53248,1683,35170,23562,30227,18776,19071,8207,4244,9888,28353,81385
201401,804024,127779,32535,74913,20331,54168,2642,51526,305017,84673,16286,19991,240558,25112,25752,9333,9997,39555,15051,7040,718,48104,1284,35130,23482,29080,21601,20124,3803,1894,11278,29620,85442
201402,811849,69526,25496,17217,26813,50156,3980,46176,328073,81606,14291,20729,240372,25243,25854,9451,12301,16829,18912,5889,532,51147,1108,50538,22568,27448,21269,26691,1992,46322,5792,29259,81117
201403,1756853,354816,132882,156011,65923,158343,15316,143027,686685,164749,30322,31315,328755,30913,56686,8953,13947,46641,18778,7528,1048,50686,959,57945,34671,29031,47804,13796,94889,42734,24612,31209,82201
201404,963570,114149,22118,65435,26596,52967,2148,50819,402896,94831,18417,16854,258956,24332,31832,8131,11151,28022,12242,6361,631,48618,1581,32920,53135,29483,58953,13546,2901,29719,5613,28974,75226
201405,739697,76743,18944,40482,17317,56716,5278,51438,316152,74767,17298,19453,204787,23156,27965,8262,8382,11739,9844,8698,1115,48135,1022,29361,27108,31438,23644,16970,3031,10216,6828,30771,75723
201406,941910,109065,35699,45533,27833,87478,3172,84306,408843,91007,16501,24612,254645,28018,29060,8798,11955,18584,25483,6901,644,68920,1289,27803,27190,34110,16220,19231,5792,6526,8784,31328,84207
201407,854252,143290,24887,96399,22004,59491,3673,55818,314876,84136,17067,17192,243510,25854,28084,8008,12220,26262,24056,8368,763,53072,1016,32207,23600,35021,16042,20277,10740,11005,19862,32640,83896
201408,760760,73957,24801,31321,17835,71290,5194,66096,300110,74133,14367,14559,232977,24461,26085,7224,11273,31302,16154,6173,690,55141,1160,32061,21253,34498,19951,19398,4606,3973,5270,25475,70331
201409,1357783,229618,112510,95044,22064,192574,8428,184146,526108,99446,25940,21657,301976,31749,56110,9590,20281,36509,15253,6795,610,55697,984,34812,33586,38009,24594,20614,19996,4294,7278,31178,87232
201410,785480,64356,19931,18525,25900,55657,5066,50591,326871,76077,15280,17742,231967,30008,29358,8649,13610,26689,11078,4839,958,58611,1390,23744,23033,35576,24045,21526,4533,20949,8616,32942,86917
201411,743508,57430,13400,26090,17940,58772,1895,56877,316270,73610,14325,16894,209066,27139,22600,10020,11573,16890,14866,8829,612,48421,1138,25435,21543,38933,11217,20375,7493,23952,13069,28267,78683
201412,1083712,232664,64186,149039,19439,63861,3069,60792,429688,84358,14800,20883,235875,26858,36211,9401,15625,23575,18568,7169,489,47271,1506,20782,28420,38209,26292,20082,7404,29637,5698,28904,80977
201501,838308,90394,20919,48756,20719,51158,3455,47703,295000,70717,14040,23706,239090,25295,30692,9181,11937,29049,13082,7999,480,46603,908,41968,21896,30908,22001,21531,3428,84798,7644,28529,78561
201502,877981,114569,33258,56118,25193,79843,3876,75967,338895,96248,15409,20981,253969,27725,39514,12100,12233,21047,14640,5494,564,55816,2277,28040,34519,34372,22171,25281,4272,4609,12164,29071,79266
201503,2070275,609067,173146,362670,73251,229810,18379,211431,670080,140679,18836,25180,375795,36002,70949,9366,14696,61439,23500,8063,760,65343,1144,48077,36456,40740,42907,18778,57241,25857,26425,30702,84253
201504,973207,101137,28133,37536,35468,64579,1657,62922,428622,63145,19410,20245,243803,27596,27409,10351,11583,34628,13174,5819,612,54836,1852,32561,23382,40109,21894,17938,6159,48966,16161,28423,75942
201505,854394,149718,15965,116138,17615,51019,1944,49075,317404,47421,15251,14651,232491,23829,29489,7756,17661,15492,15635,7189,680,54165,1051,35875,23669,40999,24528,21306,8295,8634,10159,26032,70551
201506,1109243,122502,47136,45813,29553,90748,12448,78300,466414,72279,23444,27001,315832,29507,52505,11206,21000,23216,29609,8340,785,65109,1888,42168,30499,45989,27247,22371,9589,8551,5093,30007,79576
201507,853933,96394,34919,40369,21106,78112,6004,72108,315509,53619,17451,17343,264200,28988,42922,12001,19760,16440,21728,7071,899,61847,1317,23846,27381,49627,17147,22478,8384,2082,6752,31769,81509
